Loan_ID,Customer_ID,Branch,City,State,Gender,Age,Occupation,Annual_Income,Credit_Score,Existing_Loans,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,EMI,Application_Date,Approval_Date,Loan_Status,Disbursed_Amount,Default_Flag,Days_Past_Due,Recovery_Amount,Relationship_Years,Account_Type,Digital_Banking
L00513,C10513,Chennai North,Chennai,Tamil Nadu,Male,60,Self-employed,57520,648,1,Auto,65708,8.74,84,1048.53,2024-10-30,06-11-2024,Approved,65708,No,0,0,1,Savings,No
L00514,C10514,Kochi,Kochi,Kerala,Female,29,Salaried,35382,796,4,Education,84380,13.33,60,1934.19,2024-01-25,31-01-2024,Approved,84380,No,0,0,6,Savings,Yes
L00515,C10515,Bhopal,Bhopal,Madhya Pradesh,Male,59,Self-employed,161700,657,0,Home,407762,8.13,48,9979.56,2024-02-23,26-02-2024,Approved,407762,No,0,0,4,Savings,Yes
L00516,C10516,Kolkata West,Kolkata,West Bengal,Male,36,Salaried,136736,758,3,Personal,114591,9.28,84,1859.99,2024-06-29,04-07-2024,Approved,114591,No,0,0,14,Savings,No
L00517,C10517,Patna,Patna,Bihar,Female,26,Student,119262,655,3,Personal,99874,14.11,48,2734.72,2025-05-08,15-05-2025,Approved,99874,No,0,0,2,Current,Yes
L00518,C10518,Lucknow,Lucknow,Uttar Pradesh,Male,37,Salaried,105176,715,3,Home,444724,12.95,36,14973.8,2024-12-07,15-12-2024,Approved,444724,No,0,0,6,Savings,Yes
L00519,C10519,Patna,Patna,Bihar,Female,52,Salaried,134004,850,2,Personal,60345,13.27,120,910.65,2024-03-13,14-03-2024,Approved,60345,No,0,0,3,Current,Yes
L00520,C10520,Chennai North,Chennai,Tamil Nadu,Female,37,Self-employed,116377,621,4,Education,113228,13.7,180,1485.15,2024-02-29,,Rejected,0,No,0,0,13,Savings,Yes
L00521,C10521,Jaipur,Jaipur,Rajasthan,Male,44,Business,32407,657,2,Auto,88631,9.79,120,1160.98,2025-08-15,,Pending,0,No,0,0,5,Savings,Yes
L00522,C10522,Bhopal,Bhopal,Madhya Pradesh,Male,45,Salaried,178658,594,0,Personal,44749,15.38,48,1254.03,2025-03-13,18-03-2025,Approved,44749,No,0,0,12,Current,No
L00523,C10523,Bhopal,Bhopal,Madhya Pradesh,Male,27,Business,115280,711,1,Business,288651,13.79,36,9835.99,2024-06-21,,Rejected,0,No,0,0,0,Savings,Yes
L00524,C10524,Bhopal,Bhopal,Madhya Pradesh,Female,54,Salaried,100586,639,3,Home,346425,9.18,48,8650.44,2024-07-21,,Rejected,0,No,0,0,3,Current,Yes
L00525,C10525,Bengaluru East,Bengaluru,Karnataka,Male,24,Business,75301,681,3,Personal,101844,8.48,180,1001.7,2024-06-19,21-06-2024,Approved,101844,No,0,0,8,Savings,No
L00526,C10526,Delhi Central,Delhi,Delhi,Male,51,Salaried,51426,840,0,Home,544159,16.1,180,8030.04,2025-08-19,20-08-2025,Approved,544159,No,0,0,0,Current,No
L00527,C10527,Bhubaneswar,Bhubaneswar,Odisha,Female,51,Self-employed,137578,635,2,Business,205617,15.97,180,3015.6,2025-02-12,,Rejected,0,No,0,0,1,Current,No
L00528,C10528,Bhopal,Bhopal,Madhya Pradesh,Male,21,Salaried,130331,780,1,Home,214432,15.32,60,5137.41,2025-12-17,21-12-2025,Approved,214432,No,0,0,15,Current,Yes
L00529,C10529,Delhi Central,Delhi,Delhi,Female,22,Business,36994,802,3,Home,404036,11.1,120,5588.49,2024-03-24,01-04-2024,Approved,404036,No,0,0,3,Current,No
L00530,C10530,Kolkata West,Kolkata,West Bengal,Male,30,Self-employed,174918,668,4,Home,411056,14.67,60,9707.93,2025-11-20,,Pending,0,No,0,0,14,Savings,No
L00531,C10531,Mumbai South,Mumbai,Maharashtra,Female,55,Salaried,80480,770,0,Home,525267,7.76,60,10590.29,2025-01-27,31-01-2025,Approved,525267,No,0,0,15,Savings,Yes
L00532,C10532,Bhubaneswar,Bhubaneswar,Odisha,Female,26,Self-employed,112241,837,1,Business,394929,8.08,60,8022.87,2025-01-21,,Rejected,0,No,0,0,12,Current,Yes
L00533,C10533,Chennai North,Chennai,Tamil Nadu,Female,28,Salaried,54198,787,1,Education,45218,12.66,48,1205.47,2024-11-16,,Pending,0,No,0,0,0,Current,Yes
L00534,C10534,Kolkata West,Kolkata,West Bengal,Male,45,Student,108792,751,2,Education,134407,8.64,180,1334.61,2025-09-08,10-09-2025,Approved,134407,No,0,0,14,Current,Yes
L00535,C10535,Patna,Patna,Bihar,Female,35,Salaried,144481,724,0,Auto,130974,12.02,180,1573.59,2024-05-06,16-05-2024,Approved,130974,No,0,0,6,Current,No
L00536,C10536,Kochi,Kochi,Kerala,Female,24,Student,112331,735,1,Education,57605,15.13,48,1606.99,2025-12-18,21-12-2025,Approved,57605,No,0,0,12,Current,Yes
L00537,C10537,Delhi Central,Delhi,Delhi,Female,42,Salaried,149104,807,3,Home,531028,10.05,180,5722.71,2024-07-18,27-07-2024,Approved,531028,No,0,0,4,Current,Yes
L00538,C10538,Patna,Patna,Bihar,Female,50,Business,176298,682,1,Personal,83234,10.12,48,2115.83,2024-08-02,06-08-2024,Approved,83234,No,0,0,0,Current,Yes
L00539,C10539,Chandigarh,Chandigarh,Chandigarh,Male,45,Student,136964,671,0,Home,398447,9.12,36,12692.77,2024-04-30,,Pending,0,No,0,0,10,Current,Yes
L00540,C10540,Chandigarh,Chandigarh,Chandigarh,Female,36,Salaried,88138,651,3,Personal,110175,12.87,48,2948.62,2025-10-30,,Rejected,0,No,0,0,2,Current,No
L00541,C10541,Hyderabad Central,Hyderabad,Telangana,Female,44,Salaried,55573,760,4,Home,457678,12.66,120,6742.15,2025-05-06,08-05-2025,Approved,457678,No,0,0,5,Current,No
L00542,C10542,Chandigarh,Chandigarh,Chandigarh,Female,40,Business,51067,730,2,Home,566926,12.34,84,10111.17,2025-12-18,27-12-2025,Approved,566926,No,0,0,15,Savings,Yes
L00543,C10543,Bhopal,Bhopal,Madhya Pradesh,Male,28,Salaried,72169,766,2,Home,217536,12.68,180,2706.71,2024-06-14,19-06-2024,Approved,217536,No,0,0,1,Savings,Yes
L00544,C10544,Lucknow,Lucknow,Uttar Pradesh,Female,44,Student,69984,692,3,Business,80044,9.74,36,2573.03,2025-06-15,,Pending,0,No,0,0,9,Current,Yes
L00545,C10545,Kolkata West,Kolkata,West Bengal,Female,41,Salaried,117305,624,0,Auto,61727,9.63,48,1554.61,2024-05-25,29-05-2024,Approved,61727,No,0,0,6,Current,No
L00546,C10546,Bengaluru East,Bengaluru,Karnataka,Female,25,Salaried,93334,638,3,Auto,92813,11.1,36,3042.98,2024-09-17,,Rejected,0,No,0,0,4,Savings,Yes
L00547,C10547,Chandigarh,Chandigarh,Chandigarh,Female,33,Business,172755,618,4,Home,580738,8.88,84,9308.21,2025-01-23,02-02-2025,Approved,580738,No,0,0,8,Savings,Yes
L00548,C10548,Chandigarh,Chandigarh,Chandigarh,Female,25,Salaried,48324,581,2,Business,223263,8.82,48,5536.85,2024-10-07,14-10-2024,Approved,223263,No,0,0,7,Current,Yes
L00549,C10549,Bhopal,Bhopal,Madhya Pradesh,Male,32,Salaried,105360,582,0,Personal,111810,12.65,60,2524.03,2025-07-18,20-07-2025,Approved,111810,No,0,0,5,Current,No
L00550,C10550,Bengaluru East,Bengaluru,Karnataka,Female,55,Business,130552,622,3,Auto,117911,7.59,120,1405.17,2025-12-31,03-01-2026,Approved,117911,Yes,175,35044,1,Current,Yes
L00551,C10551,Chandigarh,Chandigarh,Chandigarh,Female,50,Salaried,117799,714,2,Business,352941,15.98,48,9998.83,2024-11-08,10-11-2024,Approved,352941,No,0,0,13,Current,Yes
L00552,C10552,Chandigarh,Chandigarh,Chandigarh,Male,25,Business,49545,611,1,Auto,72173,14.19,120,1128.86,2025-05-19,,Rejected,0,No,0,0,0,Current,Yes
L00553,C10553,Jaipur,Jaipur,Rajasthan,Female,53,Business,164567,667,4,Home,585891,14.21,180,7885.39,2025-03-11,,Rejected,0,No,0,0,11,Savings,Yes
L00554,C10554,Kolkata West,Kolkata,West Bengal,Female,31,Business,162236,622,1,Home,342440,15.05,120,5535.24,2024-12-27,,Pending,0,No,0,0,13,Current,No
L00555,C10555,Bengaluru East,Bengaluru,Karnataka,Female,28,Salaried,90474,757,0,Home,403296,10.14,48,10255.77,2024-01-03,13-01-2024,Approved,403296,No,0,0,9,Savings,No
L00556,C10556,Bhubaneswar,Bhubaneswar,Odisha,Female,24,Salaried,145679,571,2,Home,206184,7.55,180,1917.21,2024-07-09,,Rejected,0,No,0,0,0,Savings,No
L00557,C10557,Jaipur,Jaipur,Rajasthan,Male,26,Salaried,65294,558,0,Home,494265,9.75,84,8141.68,2025-02-08,,Rejected,0,No,0,0,11,Current,Yes
L00558,C10558,Lucknow,Lucknow,Uttar Pradesh,Female,27,Student,140174,772,1,Home,541690,11.41,60,11888.72,2025-12-27,31-12-2025,Approved,541690,No,0,0,4,Current,No
L00559,C10559,Kochi,Kochi,Kerala,Female,23,Salaried,77164,850,2,Home,406412,12.45,180,4995.9,2024-05-10,17-05-2024,Approved,406412,No,0,0,12,Savings,Yes
L00560,C10560,Mumbai South,Mumbai,Maharashtra,Male,29,Salaried,156072,633,0,Education,60999,7.97,60,1235.96,2025-03-15,,Pending,0,No,0,0,0,Current,No
L00561,C10561,Hyderabad Central,Hyderabad,Telangana,Female,52,Salaried,137447,690,4,Home,297397,14.4,60,6981.74,2025-12-18,25-12-2025,Approved,297397,No,0,0,3,Savings,Yes
L00562,C10562,Patna,Patna,Bihar,Male,35,Salaried,130193,730,0,Home,250756,15.86,84,4960.56,2024-01-19,21-01-2024,Approved,250756,No,0,0,12,Current,No
L00563,C10563,Kochi,Kochi,Kerala,Male,35,Salaried,150618,758,0,Personal,55290,10.77,60,1195.81,2025-12-29,04-01-2026,Approved,55290,No,0,0,5,Savings,Yes
L00564,C10564,Delhi Central,Delhi,Delhi,Female,34,Salaried,98442,717,4,Home,246909,9.77,84,4069.7,2025-01-07,09-01-2025,Approved,246909,Yes,33,144642,4,Current,No
L00565,C10565,Kochi,Kochi,Kerala,Female,58,Salaried,122410,694,4,Personal,33941,8.67,180,337.62,2025-09-08,18-09-2025,Approved,33941,No,0,0,6,Savings,No
L00566,C10566,Bhubaneswar,Bhubaneswar,Odisha,Male,25,Self-employed,114888,746,2,Education,129744,9.32,180,1340.76,2024-06-06,10-06-2024,Approved,129744,No,0,0,8,Current,No
L00567,C10567,Jaipur,Jaipur,Rajasthan,Male,48,Salaried,134839,519,0,Home,293732,13.77,48,7992.81,2024-10-23,02-11-2024,Approved,293732,Yes,78,104200,15,Savings,Yes
L00568,C10568,Jaipur,Jaipur,Rajasthan,Female,56,Self-employed,130080,664,4,Home,246503,7.53,120,2929.9,2024-08-11,12-08-2024,Approved,246503,No,0,0,14,Current,No
L00569,C10569,Patna,Patna,Bihar,Male,39,Business,169743,726,4,Home,170494,13.26,60,3901.99,2024-05-16,17-05-2024,Approved,170494,No,0,0,7,Savings,Yes
L00570,C10570,Delhi Central,Delhi,Delhi,Female,59,Student,110081,723,0,Business,367978,9.88,48,9311.68,2025-02-22,,Rejected,0,No,0,0,9,Current,Yes
L00571,C10571,Chandigarh,Chandigarh,Chandigarh,Male,43,Salaried,98319,772,4,Auto,77903,14,180,1037.47,2025-01-26,,Pending,0,No,0,0,8,Savings,No
L00572,C10572,Chennai North,Chennai,Tamil Nadu,Female,38,Salaried,128668,850,1,Personal,115657,14.04,60,2693.54,2024-05-31,,Rejected,0,No,0,0,2,Current,Yes
L00573,C10573,Jaipur,Jaipur,Rajasthan,Male,32,Salaried,153586,731,2,Home,235416,15.47,84,4605.06,2025-12-04,06-12-2025,Approved,235416,No,0,0,13,Savings,No
L00574,C10574,Bhubaneswar,Bhubaneswar,Odisha,Female,27,Business,60990,674,0,Auto,149057,10.96,36,4877.11,2024-01-14,,Rejected,0,No,0,0,1,Savings,Yes
L00575,C10575,Bhopal,Bhopal,Madhya Pradesh,Male,38,Salaried,28538,692,0,Personal,64353,15.17,36,2236.18,2024-07-26,05-08-2024,Approved,64353,No,0,0,5,Current,No
L00576,C10576,Jaipur,Jaipur,Rajasthan,Male,36,Salaried,95112,680,4,Home,582498,7.9,120,7036.57,2024-10-30,06-11-2024,Approved,582498,No,0,0,7,Savings,Yes
L00577,C10577,Ahmedabad,Ahmedabad,Gujarat,Female,30,Salaried,100195,711,3,Auto,79467,11.93,36,2636.79,2024-08-17,22-08-2024,Approved,79467,No,0,0,10,Savings,No
L00578,C10578,Bhubaneswar,Bhubaneswar,Odisha,Male,23,Business,71679,832,3,Personal,98592,9.13,84,1592.77,2024-06-02,,Rejected,0,No,0,0,9,Current,No
L00579,C10579,Bhubaneswar,Bhubaneswar,Odisha,Male,38,Self-employed,121760,806,0,Education,142946,15.9,48,4043.81,2025-11-02,05-11-2025,Approved,142946,No,0,0,15,Savings,Yes
L00580,C10580,Kolkata West,Kolkata,West Bengal,Female,38,Salaried,109686,637,1,Home,351860,10.67,84,5963.82,2025-03-10,,Rejected,0,No,0,0,13,Current,Yes
L00581,C10581,Bhopal,Bhopal,Madhya Pradesh,Male,45,Salaried,155312,610,4,Education,80413,8.25,180,780.12,2025-03-07,,Rejected,0,No,0,0,7,Savings,Yes
L00582,C10582,Pune East,Pune,Maharashtra,Male,34,Student,29496,670,2,Auto,85020,15.79,36,2980.24,2024-12-23,26-12-2024,Approved,85020,No,0,0,4,Current,Yes
L00583,C10583,Chennai North,Chennai,Tamil Nadu,Male,24,Business,55732,796,3,Education,121242,16.18,60,2959.98,2024-02-25,06-03-2024,Approved,121242,No,0,0,5,Savings,Yes
L00584,C10584,Pune East,Pune,Maharashtra,Male,26,Salaried,28270,664,4,Education,84590,8.85,48,2099.01,2025-04-26,,Rejected,0,No,0,0,9,Current,No
L00585,C10585,Kochi,Kochi,Kerala,Female,49,Self-employed,28462,680,0,Auto,95503,12.03,36,3173.43,2025-02-09,,Rejected,0,No,0,0,14,Current,No
L00586,C10586,Kochi,Kochi,Kerala,Male,48,Self-employed,96257,729,0,Personal,36401,14.19,84,685.98,2025-09-25,02-10-2025,Approved,36401,No,0,0,2,Current,No
L00587,C10587,Pune East,Pune,Maharashtra,Female,45,Salaried,122380,662,0,Home,340160,12.93,60,7727.5,2024-01-29,01-02-2024,Approved,340160,No,0,0,2,Savings,Yes
L00588,C10588,Bhopal,Bhopal,Madhya Pradesh,Female,33,Business,33484,653,1,Home,448908,12.58,120,6591.93,2025-05-10,16-05-2025,Approved,448908,Yes,109,4445,11,Current,No
L00589,C10589,Lucknow,Lucknow,Uttar Pradesh,Male,41,Self-employed,118280,797,0,Personal,117183,12.03,120,1683.27,2024-06-02,09-06-2024,Approved,117183,No,0,0,1,Current,Yes
L00590,C10590,Bengaluru East,Bengaluru,Karnataka,Female,26,Self-employed,49455,672,1,Business,153852,14.42,48,4236.72,2025-05-28,07-06-2025,Approved,153852,No,0,0,10,Current,Yes
L00591,C10591,Pune East,Pune,Maharashtra,Female,44,Business,137958,797,3,Home,470018,12.96,48,12600.08,2025-08-03,11-08-2025,Approved,470018,No,0,0,0,Savings,No
L00592,C10592,Lucknow,Lucknow,Uttar Pradesh,Male,52,Salaried,107239,717,1,Business,164658,8.11,120,2007.34,2025-01-07,09-01-2025,Approved,164658,No,0,0,14,Current,No
L00593,C10593,Hyderabad Central,Hyderabad,Telangana,Female,29,Self-employed,174090,623,2,Personal,101223,15.75,48,2855.74,2025-03-27,,Rejected,0,No,0,0,10,Current,Yes
L00594,C10594,Chandigarh,Chandigarh,Chandigarh,Female,53,Salaried,36187,694,4,Business,109915,14.17,48,3012.97,2025-12-17,,Rejected,0,No,0,0,0,Savings,Yes
L00595,C10595,Hyderabad Central,Hyderabad,Telangana,Female,31,Business,44130,714,0,Personal,81405,13.28,84,1493.34,2024-04-21,23-04-2024,Approved,81405,No,0,0,12,Current,Yes
L00596,C10596,Ahmedabad,Ahmedabad,Gujarat,Female,25,Salaried,152479,830,1,Education,92419,8.53,84,1464.99,2024-02-09,17-02-2024,Approved,92419,No,0,0,6,Current,Yes
L00597,C10597,Kolkata West,Kolkata,West Bengal,Female,24,Self-employed,119763,737,1,Home,162028,16.07,180,2387.62,2025-03-09,12-03-2025,Approved,162028,No,0,0,2,Current,No
L00598,C10598,Mumbai South,Mumbai,Maharashtra,Female,49,Self-employed,162567,501,1,Auto,118012,9.16,36,3761.54,2024-04-04,,Pending,0,No,0,0,13,Current,No
L00599,C10599,Bengaluru East,Bengaluru,Karnataka,Male,43,Self-employed,151255,584,1,Business,309000,10.69,180,3452.17,2025-08-07,,Rejected,0,No,0,0,0,Savings,Yes
L00600,C10600,Kochi,Kochi,Kerala,Male,41,Business,107972,706,0,Home,390469,15.9,84,7733.3,2024-11-20,27-11-2024,Approved,390469,No,0,0,0,Current,Yes
L00601,C10601,Chandigarh,Chandigarh,Chandigarh,Female,58,Salaried,82310,688,4,Education,108766,10.9,60,2359.42,2024-08-02,,Pending,0,No,0,0,0,Current,No
L00602,C10602,Delhi Central,Delhi,Delhi,Female,40,Salaried,57701,644,3,Auto,169537,11.23,60,3705.62,2024-12-26,,Rejected,0,No,0,0,13,Current,Yes
L00603,C10603,Bhubaneswar,Bhubaneswar,Odisha,Male,50,Salaried,71372,650,3,Personal,106455,13.7,84,1977.37,2025-10-11,21-10-2025,Approved,106455,No,0,0,3,Savings,Yes
L00604,C10604,Mumbai South,Mumbai,Maharashtra,Male,60,Self-employed,52177,676,3,Education,111766,15.85,36,3921.09,2025-10-10,20-10-2025,Approved,111766,No,0,0,9,Current,Yes
L00605,C10605,Chennai North,Chennai,Tamil Nadu,Female,56,Salaried,76264,796,2,Business,323241,11.22,180,3718.73,2025-12-21,28-12-2025,Approved,323241,Yes,125,58703,9,Current,No
L00606,C10606,Hyderabad Central,Hyderabad,Telangana,Female,36,Salaried,133673,555,0,Home,230412,14.61,120,3662.51,2025-09-06,09-09-2025,Approved,230412,No,0,0,13,Savings,No
L00607,C10607,Chennai North,Chennai,Tamil Nadu,Female,24,Self-employed,176480,540,3,Business,171077,11.13,60,3730.73,2025-06-13,17-06-2025,Approved,171077,Yes,62,66093,3,Current,No
L00608,C10608,Patna,Patna,Bihar,Male,41,Salaried,49448,761,0,Personal,102430,14.43,48,2821.2,2024-01-29,07-02-2024,Approved,102430,No,0,0,2,Current,Yes
L00609,C10609,Kochi,Kochi,Kerala,Male,50,Business,118879,729,1,Home,430712,15.06,180,6045.9,2025-01-22,23-01-2025,Approved,430712,No,0,0,4,Savings,Yes
L00610,C10610,Mumbai South,Mumbai,Maharashtra,Female,59,Salaried,62181,783,2,Home,244700,8.33,84,3854.3,2025-01-05,,Rejected,0,No,0,0,6,Current,Yes
L00611,C10611,Jaipur,Jaipur,Rajasthan,Male,47,Salaried,45004,708,2,Auto,168195,14.78,48,4662.26,2024-11-01,04-11-2024,Approved,168195,No,0,0,1,Savings,No
L00612,C10612,Pune East,Pune,Maharashtra,Female,60,Business,26314,760,1,Personal,53357,15.84,48,1507.78,2025-09-12,13-09-2025,Approved,53357,No,0,0,4,Savings,No
L00613,C10613,Mumbai South,Mumbai,Maharashtra,Male,22,Salaried,82609,782,1,Home,402483,9.29,36,12853.24,2024-12-22,27-12-2024,Approved,402483,No,0,0,15,Current,No
L00614,C10614,Bhubaneswar,Bhubaneswar,Odisha,Male,37,Salaried,98684,743,3,Home,565840,14.4,60,13283.74,2024-06-18,26-06-2024,Approved,565840,No,0,0,14,Current,No
L00615,C10615,Patna,Patna,Bihar,Female,60,Salaried,125413,608,2,Business,113694,11.54,36,3751.34,2025-06-07,14-06-2025,Approved,113694,No,0,0,11,Current,Yes
L00616,C10616,Mumbai South,Mumbai,Maharashtra,Male,41,Salaried,73736,728,2,Home,262818,13.41,60,6035.22,2024-05-28,30-05-2024,Approved,262818,Yes,32,86211,6,Current,No
L00617,C10617,Bhubaneswar,Bhubaneswar,Odisha,Male,56,Salaried,99347,621,0,Auto,69614,12.67,180,865.72,2025-03-07,,Rejected,0,No,0,0,13,Current,No
L00618,C10618,Chennai North,Chennai,Tamil Nadu,Male,24,Self-employed,155718,638,0,Business,300849,8.57,84,4774.99,2024-06-24,,Rejected,0,No,0,0,12,Savings,Yes
L00619,C10619,Hyderabad Central,Hyderabad,Telangana,Male,57,Student,146050,661,3,Home,429690,15.76,36,15055.76,2024-12-11,13-12-2024,Approved,429690,No,0,0,13,Current,No
L00620,C10620,Pune East,Pune,Maharashtra,Female,46,Salaried,107096,821,3,Auto,153108,10.19,84,2556.83,2025-05-20,22-05-2025,Approved,153108,No,0,0,3,Savings,Yes
L00621,C10621,Delhi Central,Delhi,Delhi,Male,29,Salaried,109635,762,1,Home,250222,14.02,60,5824.82,2025-07-04,,Pending,0,No,0,0,1,Current,Yes
L00622,C10622,Mumbai South,Mumbai,Maharashtra,Male,40,Salaried,111331,604,4,Education,79749,9.93,48,2019.96,2024-05-21,,Rejected,0,No,0,0,3,Savings,No
L00623,C10623,Patna,Patna,Bihar,Male,58,Self-employed,133342,622,4,Personal,95744,11.8,84,1679.92,2024-10-14,22-10-2024,Approved,95744,No,0,0,8,Current,Yes
L00624,C10624,Pune East,Pune,Maharashtra,Male,34,Business,44698,611,3,Home,156882,13.53,84,2899.39,2025-01-29,31-01-2025,Approved,156882,No,0,0,10,Current,No
L00625,C10625,Chandigarh,Chandigarh,Chandigarh,Male,53,Salaried,59094,702,3,Business,349203,9.33,84,5677.01,2024-07-11,18-07-2024,Approved,349203,No,0,0,9,Savings,Yes
L00626,C10626,Jaipur,Jaipur,Rajasthan,Male,28,Salaried,145808,755,1,Home,399687,13.46,84,7371.42,2024-12-26,04-01-2025,Approved,399687,No,0,0,13,Savings,Yes
L00627,C10627,Ahmedabad,Ahmedabad,Gujarat,Female,53,Salaried,140694,685,3,Education,85389,9.25,48,2135.06,2025-02-16,21-02-2025,Approved,85389,No,0,0,15,Current,Yes
L00628,C10628,Chandigarh,Chandigarh,Chandigarh,Male,36,Student,82561,721,0,Home,168710,12.68,48,4499.32,2024-03-08,13-03-2024,Approved,168710,No,0,0,12,Current,No
L00629,C10629,Mumbai South,Mumbai,Maharashtra,Male,38,Salaried,69834,704,2,Education,67745,14.1,36,2318.66,2024-07-08,18-07-2024,Approved,67745,No,0,0,9,Savings,Yes
L00630,C10630,Pune East,Pune,Maharashtra,Male,31,Salaried,144332,626,1,Business,328827,11.35,36,10819.96,2024-06-30,,Pending,0,No,0,0,2,Savings,Yes
L00631,C10631,Kolkata West,Kolkata,West Bengal,Female,51,Business,153006,745,0,Education,104352,13.62,60,2407.58,2024-08-21,24-08-2024,Approved,104352,No,0,0,3,Savings,No
L00632,C10632,Bhopal,Bhopal,Madhya Pradesh,Female,49,Salaried,116955,633,4,Home,405062,9.78,84,6678.55,2024-01-14,,Rejected,0,No,0,0,9,Current,No
L00633,C10633,Mumbai South,Mumbai,Maharashtra,Female,54,Business,30433,733,1,Auto,87128,10.71,36,2840.51,2024-09-07,14-09-2024,Approved,87128,No,0,0,2,Savings,No
L00634,C10634,Chandigarh,Chandigarh,Chandigarh,Male,38,Self-employed,167846,747,3,Business,356250,9.07,180,3628.17,2024-12-23,,Rejected,0,No,0,0,12,Current,No
L00635,C10635,Hyderabad Central,Hyderabad,Telangana,Male,23,Business,114987,708,3,Auto,140963,10.1,36,4555.1,2025-05-25,,Pending,0,No,0,0,4,Current,Yes
L00636,C10636,Lucknow,Lucknow,Uttar Pradesh,Female,60,Business,67626,659,2,Personal,28469,14.7,36,982.71,2025-04-09,14-04-2025,Approved,28469,No,0,0,3,Savings,No
L00637,C10637,Hyderabad Central,Hyderabad,Telangana,Male,48,Salaried,25168,726,2,Education,95797,13.49,120,1458.17,2024-06-07,,Pending,0,No,0,0,8,Savings,Yes
L00638,C10638,Ahmedabad,Ahmedabad,Gujarat,Male,39,Salaried,149040,701,2,Home,505729,13.23,84,9263.56,2025-02-12,,Pending,0,No,0,0,3,Current,No
L00639,C10639,Kolkata West,Kolkata,West Bengal,Female,32,Business,109536,702,1,Home,368267,12.49,60,8283.38,2024-11-08,18-11-2024,Approved,368267,No,0,0,14,Savings,No
L00640,C10640,Bhopal,Bhopal,Madhya Pradesh,Female,27,Salaried,140841,653,2,Personal,109805,13.91,84,2052.29,2024-12-28,04-01-2025,Approved,109805,No,0,0,14,Savings,Yes
L00641,C10641,Bhopal,Bhopal,Madhya Pradesh,Female,26,Self-employed,104269,711,2,Home,434829,15.6,60,10482,2024-02-24,,Rejected,0,No,0,0,12,Savings,No
L00642,C10642,Chandigarh,Chandigarh,Chandigarh,Male,50,Self-employed,160792,600,3,Education,41096,7.99,180,392.5,2024-04-19,21-04-2024,Approved,41096,No,0,0,15,Current,Yes
L00643,C10643,Mumbai South,Mumbai,Maharashtra,Male,34,Salaried,172337,685,1,Business,161146,10.21,60,3440.55,2024-01-07,,Rejected,0,No,0,0,6,Savings,Yes
L00644,C10644,Delhi Central,Delhi,Delhi,Male,59,Self-employed,161268,608,0,Home,204319,11.76,120,2903.11,2025-03-30,,Rejected,0,No,0,0,3,Current,No
L00645,C10645,Jaipur,Jaipur,Rajasthan,Male,36,Self-employed,168319,683,3,Business,144590,11.39,180,1678.99,2024-01-23,27-01-2024,Approved,144590,No,0,0,6,Current,No
L00646,C10646,Hyderabad Central,Hyderabad,Telangana,Female,27,Student,154227,786,2,Auto,152547,10.97,36,4992.03,2025-04-20,27-04-2025,Approved,152547,No,0,0,9,Current,Yes
L00647,C10647,Kolkata West,Kolkata,West Bengal,Female,21,Business,33934,599,4,Personal,66494,16.17,84,1327.15,2025-04-14,17-04-2025,Approved,66494,No,0,0,6,Current,No
L00648,C10648,Lucknow,Lucknow,Uttar Pradesh,Male,32,Business,117239,572,4,Personal,113740,15.23,48,3178.75,2024-10-12,,Rejected,0,No,0,0,9,Current,Yes
L00649,C10649,Bhubaneswar,Bhubaneswar,Odisha,Female,45,Student,72284,547,4,Home,515831,10.42,120,6937.28,2024-12-22,,Rejected,0,No,0,0,12,Savings,Yes
L00650,C10650,Delhi Central,Delhi,Delhi,Male,35,Salaried,52845,616,3,Business,329777,10.41,48,8429.08,2024-08-30,02-09-2024,Approved,329777,No,0,0,12,Current,Yes
L00651,C10651,Delhi Central,Delhi,Delhi,Female,28,Salaried,44105,626,0,Business,248379,8.47,84,3929.7,2025-01-21,31-01-2025,Approved,248379,No,0,0,6,Current,No
L00652,C10652,Jaipur,Jaipur,Rajasthan,Female,35,Salaried,67490,714,3,Education,135994,14.61,36,4688.35,2025-08-19,21-08-2025,Approved,135994,No,0,0,4,Savings,No
L00653,C10653,Bhopal,Bhopal,Madhya Pradesh,Female,57,Salaried,43865,632,4,Personal,47194,12.63,84,849.09,2025-05-27,,Rejected,0,No,0,0,4,Savings,No
L00654,C10654,Ahmedabad,Ahmedabad,Gujarat,Female,25,Business,58342,779,4,Home,211827,11.99,36,7034.68,2025-09-07,08-09-2025,Approved,211827,No,0,0,9,Current,No
L00655,C10655,Kochi,Kochi,Kerala,Female,25,Self-employed,66382,717,4,Home,421455,15.89,120,7031.06,2024-11-15,16-11-2024,Approved,421455,No,0,0,3,Current,No
L00656,C10656,Chandigarh,Chandigarh,Chandigarh,Male,23,Salaried,93388,684,1,Personal,27784,8.75,120,348.21,2024-12-03,,Pending,0,No,0,0,1,Savings,No
L00657,C10657,Mumbai South,Mumbai,Maharashtra,Male,43,Student,134114,611,0,Business,331014,16.02,60,8053.14,2024-02-12,20-02-2024,Approved,331014,No,0,0,11,Current,No
L00658,C10658,Hyderabad Central,Hyderabad,Telangana,Male,22,Self-employed,31908,634,1,Personal,69727,13.64,180,911.78,2024-01-19,,Rejected,0,No,0,0,1,Current,No
